station,year,month,day,hour,min,sec,lon,lat,TimeZone
北京,2023,3,20,11,38,0,116.405285,39.904989,8
北京,2023,3,20,11,39,0,116.405285,39.904989,8
北京,2023,3,20,11,40,0,116.405285,39.904989,8
北京,2023,3,20,11,41,0,116.405285,39.904989,8
北京,2023,3,20,11,42,0,116.405285,39.904989,8
北京,2023,3,20,11,43,0,116.405285,39.904989,8
北京,2023,3,20,11,44,0,116.405285,39.904989,8
北京,2023,3,20,11,45,0,116.405285,39.904989,8
北京,2023,3,20,11,46,0,116.405285,39.904989,8
北京,2023,3,20,11,47,0,116.405285,39.904989,8
北京,2023,3,20,11,48,0,116.405285,39.904989,8
北京,2023,3,20,11,49,0,116.405285,39.904989,8
北京,2023,3,20,11,50,0,116.405285,39.904989,8
北京,2023,3,20,11,51,0,116.405285,39.904989,8
北京,2023,3,20,11,52,0,116.405285,39.904989,8
北京,2023,3,20,11,53,0,116.405285,39.904989,8
北京,2023,3,20,11,54,0,116.405285,39.904989,8
北京,2023,3,20,11,55,0,116.405285,39.904989,8
北京,2023,3,20,11,56,0,116.405285,39.904989,8
北京,2023,3,20,11,57,0,116.405285,39.904989,8
北京,2023,3,20,11,58,0,116.405285,39.904989,8
北京,2023,3,20,11,59,0,116.405285,39.904989,8
北京,2023,3,20,12,0,0,116.405285,39.904989,8
北京,2023,3,20,12,1,0,116.405285,39.904989,8
北京,2023,3,20,12,2,0,116.405285,39.904989,8
北京,2023,3,20,12,3,0,116.405285,39.904989,8
北京,2023,3,20,12,4,0,116.405285,39.904989,8
北京,2023,3,20,12,5,0,116.405285,39.904989,8
北京,2023,3,20,12,6,0,116.405285,39.904989,8
北京,2023,3,20,12,7,0,116.405285,39.904989,8
北京,2023,3,20,12,8,0,116.405285,39.904989,8
北京,2023,3,20,12,9,0,116.405285,39.904989,8
北京,2023,3,20,12,10,0,116.405285,39.904989,8
北京,2023,3,20,12,11,0,116.405285,39.904989,8
北京,2023,3,20,12,12,0,116.405285,39.904989,8
北京,2023,3,20,12,13,0,116.405285,39.904989,8
北京,2023,3,20,12,14,0,116.405285,39.904989,8
北京,2023,3,20,12,15,0,116.405285,39.904989,8
北京,2023,3,20,12,16,0,116.405285,39.904989,8
北京,2023,3,20,12,17,0,116.405285,39.904989,8
北京,2023,3,20,12,18,0,116.405285,39.904989,8
北京,2023,3,20,12,19,0,116.405285,39.904989,8
北京,2023,3,20,12,20,0,116.405285,39.904989,8
北京,2023,3,20,12,21,0,116.405285,39.904989,8
北京,2023,3,20,12,22,0,116.405285,39.904989,8
北京,2023,3,20,12,23,0,116.405285,39.904989,8
北京,2023,3,20,12,24,0,116.405285,39.904989,8
北京,2023,3,20,12,25,0,116.405285,39.904989,8
北京,2023,3,20,12,26,0,116.405285,39.904989,8
北京,2023,3,20,12,27,0,116.405285,39.904989,8
北京,2023,3,20,12,28,0,116.405285,39.904989,8
北京,2023,3,20,12,29,0,116.405285,39.904989,8
北京,2023,3,20,12,30,0,116.405285,39.904989,8
北京,2023,3,20,12,31,0,116.405285,39.904989,8
北京,2023,3,20,12,32,0,116.405285,39.904989,8
北京,2023,3,20,12,33,0,116.405285,39.904989,8
北京,2023,3,20,12,34,0,116.405285,39.904989,8
北京,2023,3,20,12,35,0,116.405285,39.904989,8
北京,2023,3,20,12,36,0,116.405285,39.904989,8
北京,2023,3,20,12,37,0,116.405285,39.904989,8
北京,2023,3,20,12,38,0,116.405285,39.904989,8
北京,2023,3,20,12,39,0,116.405285,39.904989,8
北京,2023,3,20,12,40,0,116.405285,39.904989,8
北京,2023,3,20,12,41,0,116.405285,39.904989,8
北京,2023,3,20,12,42,0,116.405285,39.904989,8
北京,2023,3,20,12,43,0,116.405285,39.904989,8
北京,2023,3,20,12,44,0,116.405285,39.904989,8
北京,2023,3,20,12,45,0,116.405285,39.904989,8
北京,2023,3,20,12,46,0,116.405285,39.904989,8
北京,2023,3,20,12,47,0,116.405285,39.904989,8
北京,2023,3,20,12,48,0,116.405285,39.904989,8
北京,2023,3,20,12,49,0,116.405285,39.904989,8
北京,2023,3,20,12,50,0,116.405285,39.904989,8
北京,2023,3,20,12,51,0,116.405285,39.904989,8
北京,2023,3,20,12,52,0,116.405285,39.904989,8
北京,2023,3,20,12,53,0,116.405285,39.904989,8
北京,2023,3,20,12,54,0,116.405285,39.904989,8
北京,2023,3,20,12,55,0,116.405285,39.904989,8
北京,2023,3,20,12,56,0,116.405285,39.904989,8
北京,2023,3,20,12,57,0,116.405285,39.904989,8
北京,2023,3,20,12,58,0,116.405285,39.904989,8
北京,2023,3,20,12,59,0,116.405285,39.904989,8
北京,2023,3,20,13,0,0,116.405285,39.904989,8
北京,2023,3,20,13,1,0,116.405285,39.904989,8
北京,2023,3,20,13,2,0,116.405285,39.904989,8
北京,2023,3,20,13,3,0,116.405285,39.904989,8
北京,2023,3,20,13,4,0,116.405285,39.904989,8
北京,2023,3,20,13,5,0,116.405285,39.904989,8
北京,2023,3,20,13,6,0,116.405285,39.904989,8
北京,2023,3,20,13,7,0,116.405285,39.904989,8
北京,2023,3,20,13,8,0,116.405285,39.904989,8
北京,2023,3,20,13,9,0,116.405285,39.904989,8
北京,2023,3,20,13,10,0,116.405285,39.904989,8
北京,2023,3,20,13,11,0,116.405285,39.904989,8
北京,2023,3,20,13,12,0,116.405285,39.904989,8
北京,2023,3,20,13,13,0,116.405285,39.904989,8
北京,2023,3,20,13,14,0,116.405285,39.904989,8
北京,2023,3,20,13,15,0,116.405285,39.904989,8
北京,2023,3,20,13,16,0,116.405285,39.904989,8
北京,2023,3,20,13,17,0,116.405285,39.904989,8
北京,2023,3,20,13,18,0,116.405285,39.904989,8
北京,2023,3,20,13,19,0,116.405285,39.904989,8
北京,2023,3,20,13,20,0,116.405285,39.904989,8
北京,2023,3,20,13,21,0,116.405285,39.904989,8
北京,2023,3,20,13,22,0,116.405285,39.904989,8
北京,2023,3,20,13,23,0,116.405285,39.904989,8
北京,2023,3,20,13,24,0,116.405285,39.904989,8
北京,2023,3,20,13,25,0,116.405285,39.904989,8
北京,2023,3,20,13,26,0,116.405285,39.904989,8
北京,2023,3,20,13,27,0,116.405285,39.904989,8
北京,2023,3,20,13,28,0,116.405285,39.904989,8
北京,2023,3,20,13,29,0,116.405285,39.904989,8
北京,2023,3,20,13,30,0,116.405285,39.904989,8
北京,2023,3,20,13,31,0,116.405285,39.904989,8
北京,2023,3,20,13,32,0,116.405285,39.904989,8
北京,2023,3,20,13,33,0,116.405285,39.904989,8
北京,2023,3,20,13,34,0,116.405285,39.904989,8
北京,2023,3,20,13,35,0,116.405285,39.904989,8
北京,2023,3,20,13,36,0,116.405285,39.904989,8
北京,2023,3,20,13,37,0,116.405285,39.904989,8
北京,2023,3,20,13,38,0,116.405285,39.904989,8
北京,2023,3,20,13,39,0,116.405285,39.904989,8
北京,2023,3,20,13,40,0,116.405285,39.904989,8
北京,2023,3,20,13,41,0,116.405285,39.904989,8
北京,2023,3,20,13,42,0,116.405285,39.904989,8
北京,2023,3,20,13,43,0,116.405285,39.904989,8
北京,2023,3,20,13,44,0,116.405285,39.904989,8
北京,2023,3,20,13,45,0,116.405285,39.904989,8
北京,2023,3,20,13,46,0,116.405285,39.904989,8
北京,2023,3,20,13,47,0,116.405285,39.904989,8
北京,2023,3,20,13,48,0,116.405285,39.904989,8
北京,2023,3,20,13,49,0,116.405285,39.904989,8
北京,2023,3,20,13,50,0,116.405285,39.904989,8
北京,2023,3,20,13,51,0,116.405285,39.904989,8
北京,2023,3,20,13,52,0,116.405285,39.904989,8
北京,2023,3,20,13,53,0,116.405285,39.904989,8
北京,2023,3,20,13,54,0,116.405285,39.904989,8
北京,2023,3,20,13,55,0,116.405285,39.904989,8
北京,2023,3,20,13,56,0,116.405285,39.904989,8
北京,2023,3,20,13,57,0,116.405285,39.904989,8
北京,2023,3,20,13,58,0,116.405285,39.904989,8
北京,2023,3,20,13,59,0,116.405285,39.904989,8
北京,2023,3,20,14,0,0,116.405285,39.904989,8
北京,2023,3,20,14,1,0,116.405285,39.904989,8
北京,2023,3,20,14,2,0,116.405285,39.904989,8
北京,2023,3,20,14,3,0,116.405285,39.904989,8
北京,2023,3,20,14,4,0,116.405285,39.904989,8
北京,2023,3,20,14,5,0,116.405285,39.904989,8
北京,2023,3,20,14,6,0,116.405285,39.904989,8
北京,2023,3,20,14,7,0,116.405285,39.904989,8
北京,2023,3,20,14,8,0,116.405285,39.904989,8
北京,2023,3,20,14,9,0,116.405285,39.904989,8
北京,2023,3,20,14,10,0,116.405285,39.904989,8
北京,2023,3,20,14,11,0,116.405285,39.904989,8
北京,2023,3,20,14,12,0,116.405285,39.904989,8
北京,2023,3,20,14,13,0,116.405285,39.904989,8
北京,2023,3,20,14,14,0,116.405285,39.904989,8
北京,2023,3,20,14,15,0,116.405285,39.904989,8
北京,2023,3,20,14,16,0,116.405285,39.904989,8
北京,2023,3,20,14,17,0,116.405285,39.904989,8
